DB	ID	DIRECTION	REGEX
UniProtKB AC/ID	ACC+ID	from	^[OPQ][0-9][A-Z0-9]{3}[0-9]|[A-NR-Z][0-9]([A-Z][A-Z0-9]{2}[0-9]){1,2}$
UniProtKB AC	ACC	both	^[OPQ][0-9][A-Z0-9]{3}[0-9]|[A-NR-Z][0-9]([A-Z][A-Z0-9]{2}[0-9]){1,2}$
UniProtKB ID	ID	both	none
UniParc	UPARC	both	^UPI([0-9]|[A-F]){10}$
UniRef50	NF50	both	none
UniRef90	NF90	both	none
UniRef100	NF100	both	none
Gene name	GENENAME	both	none
EMBL/GenBank/DDBJ	EMBL_ID	both	none
EMBL/GenBank/DDBJ CDS	EMBL	both	none
PIR	PIR	both	none
UniGene	UNIGENE_ID	both	none
Entrez Gene (GeneID)	P_ENTREZGENEID	both	none
GI number	P_GI	both	^[0-9]{9}$
RefSeq Protein	P_REFSEQ_AC	both	^(AC|AP|NC|NG|NM|NP|NR|NT|NW|NZ|XM|XP|XR|YP|ZP)_([0-9]{9}|[0-9]{8}|[0-9]{6})\.[0-9]+$
RefSeq Nucleotide	REFSEQ_NT_ID	both	none
PDB	PDB_ID	both	^[0-9]([0-9]|[A-Z]){3}$
DisProt	DISPROT_ID	both	none
BioGrid	BIOGRID_ID	both	none
DIP	DIP_ID	both	none
MINT	MINT_ID	both	none
STRING	STRING_ID	both	none
ChEMBL	CHEMBL_ID	both	none
DrugBank	DRUGBANK_ID	both	none
GuidetoPHARMACOLOGY	GUIDETOPHARMACOLOGY_ID	both	none
SwissLipids	SWISSLIPIDS_ID	both	none
Allergome	ALLERGOME_ID	both	none
ESTHER	ESTHER_ID	both	none
MEROPS	MEROPS_ID	both	none
mycoCLAP	MYCOCLAP_ID	both	none
PeroxiBase	PEROXIBASE_ID	both	none
REBASE	REBASE_ID	both	none
TCDB	TCDB_ID	both	none
BioMuta	BIOMUTA_ID	both	none
DMDM	DMDM_ID	both	none
World-2DPAGE	WORLD_2DPAGE_ID	both	none
DNASU	DNASU_ID	both	none
Ensembl	ENSEMBL_ID	both	none
Ensembl Protein	ENSEMBL_PRO_ID	both	none
Ensembl Transcript	ENSEMBL_TRS_ID	both	none
Ensembl Genomes	ENSEMBLGENOME_ID	both	none
Ensembl Genomes Protein	ENSEMBLGENOME_PRO_ID	both	none
Ensembl Genomes Transcript	ENSEMBLGENOME_TRS_ID	both	none
GeneDB	GENEDB_ID	both	none
GeneID (Entrez Gene)	P_ENTREZGENEID	both	none
KEGG	KEGG_ID	both	none
PATRIC	PATRIC_ID	both	none
UCSC	UCSC_ID	both	none
VectorBase	VECTORBASE_ID	both	none
WBParaSite	WBPARASITE_ID	both	none
ArachnoServer	ARACHNOSERVER_ID	both	none
CCDS	CCDS_ID	both	none
CGD	CGD	both	none
ConoServer	CONOSERVER_ID	both	none
dictyBase	DICTYBASE_ID	both	none
EchoBASE	ECHOBASE_ID	both	none
EcoGene	ECOGENE_ID	both	none
euHCVdb	EUHCVDB_ID	both	none
EuPathDB	EUPATHDB_ID	both	none
FlyBase	FLYBASE_ID	both	none
GeneCards	GENECARDS_ID	both	none
H-InvDB	H_INVDB_ID	both	none
HGNC	HGNC_ID	both	none
HPA	HPA_ID	both	none
LegioList	LEGIOLIST_ID	both	none
Leproma	LEPROMA_ID	both	none
MaizeGDB	MAIZEGDB_ID	both	none
MIM	MIM_ID	both	none
MGI	MGI_ID	both	none
neXtProt	NEXTPROT_ID	both	none
Orphanet	ORPHANET_ID	both	none
PharmGKB	PHARMGKB_ID	both	none
PomBase	POMBASE_ID	both	none
PseudoCAP	PSEUDOCAP_ID	both	none
RGD	RGD_ID	both	none
SGD	SGD_ID	both	none
TAIR	TAIR_ID	both	none
TubercuList	TUBERCULIST_ID	both	none
WormBase	WORMBASE_ID	both	none
WormBase Transcript	WORMBASE_TRS_ID	both	none
WormBase Protein	WORMBASE_PRO_ID	both	none
Xenbase	XENBASE_ID	both	none
ZFIN	ZFIN_ID	both	none
eggNOG	EGGNOG_ID	both	none
GeneTree	GENETREE_ID	both	none
HOGENOM	HOGENOM_ID	both	none
HOVERGEN	HOVERGEN_ID	both	none
KO	KO_ID	both	none
OMA	OMA_ID	both	none
OrthoDB	ORTHODB_ID	both	none
TreeFam	TREEFAM_ID	both	none
BioCyc	BIOCYC_ID	both	none
Reactome	REACTOME_ID	both	none
UniPathway	UNIPATHWAY_ID	both	none
CleanEx	CLEANEX_ID	both	none
CollecTF	COLLECTF_ID	both	none
ChiTaRS	CHITARS_ID	both	none
GenomeRNAi	GENOMERNAI_ID	both	none
GeneWiki	GENEWIKI_ID	both	none
NextBio	NEXTBIO_ID	both	none
